,Cultivated Crops,Cultivated Crops,Cultivated Crops,Cultivated Crops,Cultivated Crops,Cultivated Crops,Pasture/Hay,Pasture/Hay,Pasture/Hay,Pasture/Hay,Pasture/Hay,Pasture/Hay,Deciduous Forest,Deciduous Forest,Deciduous Forest,Deciduous Forest,Deciduous Forest,Deciduous Forest,Developed Low Intensity,Developed Low Intensity,Developed Low Intensity,Developed Low Intensity,Developed Low Intensity,Developed Low Intensity,Woody Wetlands,Woody Wetlands,Woody Wetlands,Woody Wetlands,Woody Wetlands,Woody Wetlands
,count,mean,median,std,q25,q75,count,mean,median,std,q25,q75,count,mean,median,std,q25,q75,count,mean,median,std,q25,q75,count,mean,median,std,q25,q75
cluster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,4636,0.5304787473842699,0.5237989690428694,0.1756948851858958,0.5021401643090814,0.6644720641646692,4636,0.08371069869809626,0.0610837680921626,0.0644875398328357,0.0427619934309389,0.0981691158756926,4636,0.059430016763040376,0.0287211474878911,0.05072159037371655,0.023415966113514198,0.0858290329533783,4636,0.03671039917523356,0.027510599793217804,0.031851632302104325,0.0140220103247025,0.043792329884999,4636,0.008833025430522787,0.0060895513103677,0.008915447041674242,0.0040087442515776,0.0080472024109753
1,24774,0.6524132639402904,0.6752551491054741,0.19672763108531038,0.6072073031480922,0.8062486328497694,24774,0.07981857051716183,0.0601693260680499,0.06671966035257294,0.0434435167245683,0.09761886795996129,24774,0.06471466054075493,0.0323302259690947,0.06628629343258194,0.0205493189514091,0.0911900878710129,24774,0.03445715602499182,0.030505996147274905,0.017868673476515707,0.0234455952127158,0.0410766554853055,24774,0.013966229132600845,0.0072854114687317005,0.015658736089703293,0.0040418027139757,0.0167721808017686
2,25416,0.5037599170800879,0.6019325443545815,0.2719555341217119,0.26760953686396,0.6857591575481671,25416,0.11432363331474585,0.09761886795996129,0.08764535096414405,0.0460463664616026,0.1527814705870964,25416,0.18326729259146332,0.11700521661938461,0.19052392537818802,0.059710140880468,0.2068706043917039,25416,0.04196512451490964,0.0317994943743084,0.02558805191634762,0.0235708931897845,0.05355747113969359,25416,0.01540041280727127,0.0087251751108725,0.015842919040864045,0.0043174050209451,0.0156516761359013
3,4645,0.7654132440410196,0.667032048562318,0.13730210536220216,0.6408221569716689,0.9213695509946932,4645,0.09862105574403456,0.1000107773649976,0.08820279192883135,0.0033923768446049002,0.1783191810173795,4645,0.021929320370344677,0.0200777716054281,0.03180945966189603,0.0007107837198219,0.0202364891675263,4645,0.055751183498818815,0.0322437341991971,0.0287821827193789,0.0319044965147366,0.088326323307674,4645,0.0017302545709398166,0.0015078168399332997,0.001592271839985645,0.0005653961407674,0.0015078168399332997
4,2811,0.14552326143297228,0.0853654623665346,0.20970130911068133,0.0830866678285317,0.0881156201993714,2811,0.0246073746928849,0.0233931924706523,0.004433087319612749,0.023229992740266502,0.023460365202678097,2811,0.05312170508800127,0.0565728287453126,0.011937269288269409,0.0564223248921139,0.05662268891753789,2811,0.21356604707375126,0.22877832190512018,0.05248518646698134,0.2277427999949216,0.22939395653162484,2811,0.035422395133867114,0.0379735995004749,0.008956660894271367,0.0378279431640203,0.0381187941686681
5,20495,0.6166507546639295,0.6752551491054741,0.20951232985816545,0.5007136958722623,0.808051331933992,20495,0.08754803392403056,0.0614732872188814,0.06635260617471198,0.0435544576917343,0.1266389319875193,20495,0.08219613248873354,0.0325444508221497,0.08313163937479076,0.021224709755075,0.1258800645296783,20495,0.033577684963953434,0.030235462028279,0.018254730226654955,0.022660191446725,0.040881827192731,20495,0.013693810669167472,0.0079535283356031,0.012467536971779524,0.0041990143180173,0.0172142387117166
